# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1,length_queue2,in_service2
     603.026,   306,Finish(2), after,   3,   2,   1,   3,   1
     605.369,   313,  Arrival,before,   2,   2,   1,   3,   1
     605.369,   313,  Arrival, after,   3,   3,   1,   3,   1
     605.745,   317,Finish(1),before,   2,   3,   1,   3,   1
     605.745,   317,Finish(1), after,   3,   2,   1,   3,   1
     611.025,   319,Finish(2),before,   2,   2,   1,   3,   1
     611.025,   319,Finish(2), after,   3,   2,   1,   2,   1
     613.511,   320,  Arrival,before,   2,   2,   1,   2,   1
     613.511,   320,  Arrival, after,   3,   3,   1,   2,   1
     616.943,   324,Finish(2),before,   2,   3,   1,   2,   1
     616.943,   324,Finish(2), after,   3,   3,   1,   1,   1
     617.672,   325,  Arrival,before,   2,   3,   1,   1,   1
     617.672,   325,  Arrival, after,   3,   3,   1,   2,   1
     618.987,   327,Finish(2),before,   2,   3,   1,   2,   1
     618.987,   327,Finish(2), after,   3,   3,   1,   1,   1
     620.638,   330,Finish(2),before,   2,   3,   1,   1,   1
     620.638,   330,Finish(2), after,   3,   3,   1,   0,   1
     621.989,   328,  Arrival,before,   2,   3,   1,   0,   1
     621.989,   328,  Arrival, after,   3,   3,   1,   1,   1
     623.090,   333,  Arrival,before,   2,   3,   1,   1,   1
     623.090,   333,  Arrival, after,   3,   3,   1,   2,   1
     627.160,   322,Finish(1),before,   2,   3,   1,   2,   1
     627.160,   322,Finish(1), after,   3,   2,   1,   2,   1
     627.812,   336,Finish(1),before,   2,   2,   1,   2,   1
     627.812,   336,Finish(1), after,   3,   1,   1,   2,   1
     637.411,   334,  Arrival,before,   2,   1,   1,   2,   1
     637.411,   334,  Arrival, after,   3,   2,   1,   2,   1
     640.094,   332,Finish(2),before,   2,   2,   1,   2,   1
     640.094,   332,Finish(2), after,   3,   2,   1,   1,   1
     644.855,   339,  Arrival,before,   2,   2,   1,   1,   1
     644.855,   339,  Arrival, after,   3,   2,   1,   2,   1
     646.050,   342,  Arrival,before,   2,   2,   1,   2,   1
     646.050,   342,  Arrival, after,   3,   3,   1,   2,   1
     647.144,   343,  Arrival,before,   2,   3,   1,   2,   1
     647.144,   343,  Arrival, after,   3,   3,   1,   3,   1
     647.759,   341,Finish(2),before,   2,   3,   1,   3,   1
     647.759,   341,Finish(2), after,   3,   3,   1,   2,   1
     650.153,   346,Finish(2),before,   2,   3,   1,   2,   1
     650.153,   346,Finish(2), after,   3,   3,   1,   1,   1
     652.246,   338,Finish(1),before,   2,   3,   1,   1,   1
     652.246,   338,Finish(1), after,   3,   2,   1,   1,   1
     653.141,   344,  Arrival,before,   2,   2,   1,   1,   1
     653.141,   344,  Arrival, after,   3,   2,   1,   2,   1
     655.002,   351,  Arrival,before,   2,   2,   1,   2,   1
     655.002,   351,  Arrival, after,   3,   3,   1,   2,   1
     661.525,   352,  Arrival,before,   2,   3,   1,   2,   1
     661.525,   352,  Arrival, after,   3,   3,   1,   3,   1
     661.698,   350,Finish(1),before,   2,   3,   1,   3,   1
     661.698,   350,Finish(1), after,   3,   2,   1,   3,   1
     665.380,   353,  Arrival,before,   2,   2,   1,   3,   1
     665.380,   353,  Arrival, after,   3,   3,   1,   3,   1
     669.466,   356,  Arrival,before,   2,   3,   1,   3,   1
     669.466,   356,  Arrival, after,   3,   4,   1,   3,   1
     679.020,   357,  Arrival,before,   2,   4,   1,   3,   1
     679.020,   357,  Arrival, after,   3,   4,   1,   4,   1
     679.076,   358,  Arrival,before,   2,   4,   1,   4,   1
     679.076,   358,  Arrival, after,   3,   5,   1,   4,   1
     681.182,   359,  Arrival,before,   2,   5,   1,   4,   1
     681.182,   359,  Arrival, after,   3,   5,   1,   5,   1
     681.713,   348,Finish(2),before,   2,   5,   1,   5,   1
     681.713,   348,Finish(2), after,   3,   5,   1,   4,   1
     682.824,   360,  Arrival,before,   2,   5,   1,   4,   1
     682.824,   360,  Arrival, after,   3,   5,   1,   5,   1
     690.125,   362,Finish(2),before,   2,   5,   1,   5,   1
     690.125,   362,Finish(2), after,   3,   5,   1,   4,   1
     692.440,   363,  Arrival,before,   2,   5,   1,   4,   1
     692.440,   363,  Arrival, after,   3,   5,   1,   5,   1
     698.037,   366,  Arrival,before,   2,   5,   1,   5,   1
     698.037,   366,  Arrival, after,   3,   6,   1,   5,   1
     708.967,   355,Finish(1),before,   2,   6,   1,   5,   1
     708.967,   355,Finish(1), after,   3,   5,   1,   5,   1
     713.269,   367,  Arrival,before,   2,   5,   1,   5,   1
     713.269,   367,  Arrival, after,   3,   6,   1,   5,   1
     719.185,   370,  Arrival,before,   2,   6,   1,   5,   1
     719.185,   370,  Arrival, after,   3,   6,   1,   6,   1
     720.699,   371,  Arrival,before,   2,   6,   1,   6,   1
     720.699,   371,  Arrival, after,   3,   7,   1,   6,   1
     721.519,   372,  Arrival,before,   2,   7,   1,   6,   1
     721.519,   372,  Arrival, after,   3,   7,   1,   7,   1
     722.841,   373,  Arrival,before,   2,   7,   1,   7,   1
     722.841,   373,  Arrival, after,   3,   8,   1,   7,   1
     723.126,   374,  Arrival,before,   2,   8,   1,   7,   1
     723.126,   374,  Arrival, after,   3,   8,   1,   8,   1
     736.898,   365,Finish(2),before,   2,   8,   1,   8,   1
     736.898,   365,Finish(2), after,   3,   8,   1,   7,   1
     739.262,   369,Finish(1),before,   2,   8,   1,   7,   1
     739.262,   369,Finish(1), after,   3,   7,   1,   7,   1
     740.779,   379,Finish(1),before,   2,   7,   1,   7,   1
     740.779,   379,Finish(1), after,   3,   6,   1,   7,   1
     749.574,   377,Finish(2),before,   2,   6,   1,   7,   1
     749.574,   377,Finish(2), after,   3,   6,   1,   6,   1
     750.488,   381,Finish(1),before,   2,   6,   1,   6,   1
     750.488,   381,Finish(1), after,   3,   5,   1,   6,   1
     751.860,   385,Finish(1),before,   2,   5,   1,   6,   1
     751.860,   385,Finish(1), after,   3,   4,   1,   6,   1
     751.979,   383,Finish(2),before,   2,   4,   1,   6,   1
     751.979,   383,Finish(2), after,   3,   4,   1,   5,   1
     752.213,   375,  Arrival,before,   2,   4,   1,   5,   1
     752.213,   375,  Arrival, after,   3,   5,   1,   5,   1
     753.804,   389,Finish(2),before,   2,   5,   1,   5,   1
     753.804,   389,Finish(2), after,   3,   5,   1,   4,   1
     755.342,   390,  Arrival,before,   2,   5,   1,   4,   1
     755.342,   390,  Arrival, after,   3,   5,   1,   5,   1
     757.122,   393,  Arrival,before,   2,   5,   1,   5,   1
     757.122,   393,  Arrival, after,   3,   6,   1,   5,   1
     763.260,   387,Finish(1),before,   2,   6,   1,   5,   1
     763.260,   387,Finish(1), after,   3,   5,   1,   5,   1
     768.410,   394,  Arrival,before,   2,   5,   1,   5,   1
     768.410,   394,  Arrival, after,   3,   6,   1,   5,   1
     773.400,   397,  Arrival,before,   2,   6,   1,   5,   1
     773.400,   397,  Arrival, after,   3,   6,   1,   6,   1
     778.755,   396,Finish(1),before,   2,   6,   1,   6,   1
     778.755,   396,Finish(1), after,   3,   5,   1,   6,   1
     780.012,   398,  Arrival,before,   2,   5,   1,   6,   1
     780.012,   398,  Arrival, after,   3,   6,   1,   6,   1
     782.835,   400,Finish(1),before,   2,   6,   1,   6,   1
     782.835,   400,Finish(1), after,   3,   5,   1,   6,   1
     782.900,   403,Finish(1),before,   2,   5,   1,   6,   1
     782.900,   403,Finish(1), after,   3,   4,   1,   6,   1
     785.780,   392,Finish(2),before,   2,   4,   1,   6,   1
     785.780,   392,Finish(2), after,   3,   4,   1,   5,   1
     786.518,   401,  Arrival,before,   2,   4,   1,   5,   1
     786.518,   401,  Arrival, after,   3,   5,   1,   5,   1
     786.638,   407,Finish(2),before,   2,   5,   1,   5,   1
     786.638,   407,Finish(2), after,   3,   5,   1,   4,   1
     787.272,   408,  Arrival,before,   2,   5,   1,   4,   1
     787.272,   408,  Arrival, after,   3,   5,   1,   5,   1
     788.661,   411,  Arrival,before,   2,   5,   1,   5,   1
     788.661,   411,  Arrival, after,   3,   6,   1,   5,   1
     793.289,   405,Finish(1),before,   2,   6,   1,   5,   1
     793.289,   405,Finish(1), after,   3,   5,   1,   5,   1
     794.817,   412,  Arrival,before,   2,   5,   1,   5,   1
     794.817,   412,  Arrival, after,   3,   6,   1,   5,   1
     799.880,   410,Finish(2),before,   2,   6,   1,   5,   1
     799.880,   410,Finish(2), after,   3,   6,   1,   4,   1
     803.132,   414,Finish(1),before,   2,   6,   1,   4,   1
     803.132,   414,Finish(1), after,   3,   5,   1,   4,   1
     810.299,   417,Finish(2),before,   2,   5,   1,   4,   1
     810.299,   417,Finish(2), after,   3,   5,   1,   3,   1
     811.458,   419,Finish(1),before,   2,   5,   1,   3,   1
     811.458,   419,Finish(1), after,   3,   4,   1,   3,   1
     812.169,   421,Finish(2),before,   2,   4,   1,   3,   1
     812.169,   421,Finish(2), after,   3,   4,   1,   2,   1
     813.170,   415,  Arrival,before,   2,   4,   1,   2,   1
     813.170,   415,  Arrival, after,   3,   4,   1,   3,   1
     816.058,   425,Finish(2),before,   2,   4,   1,   3,   1
     816.058,   425,Finish(2), after,   3,   4,   1,   2,   1
     817.747,   426,  Arrival,before,   2,   4,   1,   2,   1
     817.747,   426,  Arrival, after,   3,   4,   1,   3,   1
     820.305,   423,Finish(1),before,   2,   4,   1,   3,   1
     820.305,   423,Finish(1), after,   3,   3,   1,   3,   1
     822.642,   429,  Arrival,before,   2,   3,   1,   3,   1
     822.642,   429,  Arrival, after,   3,   4,   1,   3,   1
     824.783,   432,  Arrival,before,   2,   4,   1,   3,   1
     824.783,   432,  Arrival, after,   3,   4,   1,   4,   1
     828.469,   433,  Arrival,before,   2,   4,   1,   4,   1
     828.469,   433,  Arrival, after,   3,   5,   1,   4,   1
     831.841,   431,Finish(1),before,   2,   5,   1,   4,   1
     831.841,   431,Finish(1), after,   3,   4,   1,   4,   1
     835.306,   434,  Arrival,before,   2,   4,   1,   4,   1
     835.306,   434,  Arrival, after,   3,   5,   1,   4,   1
     835.654,   428,Finish(2),before,   2,   5,   1,   4,   1
     835.654,   428,Finish(2), after,   3,   5,   1,   3,   1
     843.783,   439,Finish(2),before,   2,   5,   1,   3,   1
     843.783,   439,Finish(2), after,   3,   5,   1,   2,   1
     845.910,   437,  Arrival,before,   2,   5,   1,   2,   1
     845.910,   437,  Arrival, after,   3,   5,   1,   3,   1
     852.176,   442,  Arrival,before,   2,   5,   1,   3,   1
     852.176,   442,  Arrival, after,   3,   5,   1,   4,   1
     852.878,   443,  Arrival,before,   2,   5,   1,   4,   1
     852.878,   443,  Arrival, after,   3,   5,   1,   5,   1
     853.805,   436,Finish(1),before,   2,   5,   1,   5,   1
     853.805,   436,Finish(1), after,   3,   4,   1,   5,   1
     854.388,   444,  Arrival,before,   2,   4,   1,   5,   1
     854.388,   444,  Arrival, after,   3,   5,   1,   5,   1
     860.574,   441,Finish(2),before,   2,   5,   1,   5,   1
     860.574,   441,Finish(2), after,   3,   5,   1,   4,   1
     864.210,   446,Finish(1),before,   2,   5,   1,   4,   1
     864.210,   446,Finish(1), after,   3,   4,   1,   4,   1
     865.255,   451,Finish(1),before,   2,   4,   1,   4,   1
     865.255,   451,Finish(1), after,   3,   3,   1,   4,   1
     875.761,   453,Finish(1),before,   2,   3,   1,   4,   1
     875.761,   453,Finish(1), after,   3,   2,   1,   4,   1
     876.198,   447,  Arrival,before,   2,   2,   1,   4,   1
     876.198,   447,  Arrival, after,   3,   3,   1,   4,   1
     876.790,   455,Finish(1),before,   2,   3,   1,   4,   1
     876.790,   455,Finish(1), after,   3,   2,   1,   4,   1
     878.315,   456,  Arrival,before,   2,   2,   1,   4,   1
     878.315,   456,  Arrival, after,   3,   3,   1,   4,   1
     882.626,   459,  Arrival,before,   2,   3,   1,   4,   1
     882.626,   459,  Arrival, after,   3,   4,   1,   4,   1
     884.443,   460,  Arrival,before,   2,   4,   1,   4,   1
     884.443,   460,  Arrival, after,   3,   5,   1,   4,   1
     885.055,   449,Finish(2),before,   2,   5,   1,   4,   1
     885.055,   449,Finish(2), after,   3,   5,   1,   3,   1
     885.112,   463,Finish(2),before,   2,   5,   1,   3,   1
     885.112,   463,Finish(2), after,   3,   5,   1,   2,   1
     886.222,   465,Finish(2),before,   2,   5,   1,   2,   1
     886.222,   465,Finish(2), after,   3,   5,   1,   1,   1
     887.341,   458,Finish(1),before,   2,   5,   1,   1,   1
     887.341,   458,Finish(1), after,   3,   4,   1,   1,   1
     887.873,   467,Finish(2),before,   2,   4,   1,   1,   1
     887.873,   467,Finish(2), after,   3,   4,   1,   0,   1
     887.990,   461,  Arrival,before,   2,   4,   1,   0,   1
     887.990,   461,  Arrival, after,   3,   4,   1,   1,   1
     897.929,   472,  Arrival,before,   2,   4,   1,   1,   1
     897.929,   472,  Arrival, after,   3,   4,   1,   2,   1
     899.173,   471,Finish(2),before,   2,   4,   1,   2,   1
     899.173,   471,Finish(2), after,   3,   4,   1,   1,   1
     901.375,   469,Finish(1),before,   2,   4,   1,   1,   1
     901.375,   469,Finish(1), after,   3,   3,   1,   1,   1
     901.461,   477,Finish(1),before,   2,   3,   1,   1,   1
     901.461,   477,Finish(1), after,   3,   2,   1,   1,   1
     902.844,   473,  Arrival,before,   2,   2,   1,   1,   1
     902.844,   473,  Arrival, after,   3,   2,   1,   2,   1
     909.139,   479,Finish(1),before,   2,   2,   1,   2,   1
     909.139,   479,Finish(1), after,   3,   1,   1,   2,   1
     909.281,   475,Finish(2),before,   2,   1,   1,   2,   1
     909.281,   475,Finish(2), after,   3,   1,   1,   1,   1
     912.506,   480,  Arrival,before,   2,   1,   1,   1,   1
     912.506,   480,  Arrival, after,   3,   2,   1,   1,   1
     913.029,   485,  Arrival,before,   2,   2,   1,   1,   1
     913.029,   485,  Arrival, after,   3,   2,   1,   2,   1
     914.014,   486,  Arrival,before,   2,   2,   1,   2,   1
     914.014,   486,  Arrival, after,   3,   3,   1,   2,   1
     916.468,   487,  Arrival,before,   2,   3,   1,   2,   1
     916.468,   487,  Arrival, after,   3,   3,   1,   3,   1
     916.888,   488,  Arrival,before,   2,   3,   1,   3,   1
     916.888,   488,  Arrival, after,   3,   4,   1,   3,   1
     920.191,   482,Finish(1),before,   2,   4,   1,   3,   1
     920.191,   482,Finish(1), after,   3,   3,   1,   3,   1
     921.576,   489,  Arrival,before,   2,   3,   1,   3,   1
     921.576,   489,  Arrival, after,   3,   4,   1,   3,   1
     922.371,   484,Finish(2),before,   2,   4,   1,   3,   1
     922.371,   484,Finish(2), after,   3,   4,   1,   2,   1
     924.422,   492,  Arrival,before,   2,   4,   1,   2,   1
     924.422,   492,  Arrival, after,   3,   4,   1,   3,   1
     930.678,   495,  Arrival,before,   2,   4,   1,   3,   1
     930.678,   495,  Arrival, after,   3,   4,   1,   4,   1
     935.992,   494,Finish(2),before,   2,   4,   1,   4,   1
     935.992,   494,Finish(2), after,   3,   4,   1,   3,   1
     936.103,   496,  Arrival,before,   2,   4,   1,   3,   1
     936.103,   496,  Arrival, after,   3,   4,   1,   4,   1
     938.009,   499,  Arrival,before,   2,   4,   1,   4,   1
     938.009,   499,  Arrival, after,   3,   5,   1,   4,   1
     938.527,   500,  Arrival,before,   2,   5,   1,   4,   1
     938.527,   500,  Arrival, after,   3,   5,   1,   5,   1
     938.649,   501,  Arrival,before,   2,   5,   1,   5,   1
     938.649,   501,  Arrival, after,   3,   6,   1,   5,   1
     939.116,   502,  Arrival,before,   2,   6,   1,   5,   1
     939.116,   502,  Arrival, after,   3,   6,   1,   6,   1
     939.236,   503,  Arrival,before,   2,   6,   1,   6,   1
     939.236,   503,  Arrival, after,   3,   7,   1,   6,   1
     939.991,   498,Finish(2),before,   2,   7,   1,   6,   1
     939.991,   498,Finish(2), after,   3,   7,   1,   5,   1
     945.399,   491,Finish(1),before,   2,   7,   1,   5,   1
     945.399,   491,Finish(1), after,   3,   6,   1,   5,   1
     952.474,   504,  Arrival,before,   2,   6,   1,   5,   1
     952.474,   504,  Arrival, after,   3,   6,   1,   6,   1
     955.159,   509,  Arrival,before,   2,   6,   1,   6,   1
     955.159,   509,  Arrival, after,   3,   7,   1,   6,   1
     959.220,   510,  Arrival,before,   2,   7,   1,   6,   1
     959.220,   510,  Arrival, after,   3,   7,   1,   7,   1
     960.017,   508,Finish(1),before,   2,   7,   1,   7,   1
     960.017,   508,Finish(1), after,   3,   6,   1,   7,   1
     965.758,   511,  Arrival,before,   2,   6,   1,   7,   1
     965.758,   511,  Arrival, after,   3,   7,   1,   7,   1
     967.845,   506,Finish(2),before,   2,   7,   1,   7,   1
     967.845,   506,Finish(2), after,   3,   7,   1,   6,   1
     976.151,   516,Finish(2),before,   2,   7,   1,   6,   1
     976.151,   516,Finish(2), after,   3,   7,   1,   5,   1
     982.644,   513,Finish(1),before,   2,   7,   1,   5,   1
     982.644,   513,Finish(1), after,   3,   6,   1,   5,   1
     983.546,   520,Finish(1),before,   2,   6,   1,   5,   1
     983.546,   520,Finish(1), after,   3,   5,   1,   5,   1
     984.651,   522,Finish(1),before,   2,   5,   1,   5,   1
     984.651,   522,Finish(1), after,   3,   4,   1,   5,   1
     986.626,   514,  Arrival,before,   2,   4,   1,   5,   1
     986.626,   514,  Arrival, after,   3,   5,   1,   5,   1
     987.046,   524,Finish(1),before,   2,   5,   1,   5,   1
     987.046,   524,Finish(1), after,   3,   4,   1,   5,   1
     989.857,   527,Finish(1),before,   2,   4,   1,   5,   1
     989.857,   527,Finish(1), after,   3,   3,   1,   5,   1
     991.531,   525,  Arrival,before,   2,   3,   1,   5,   1
     991.531,   525,  Arrival, after,   3,   4,   1,   5,   1
     992.234,   529,Finish(1),before,   2,   4,   1,   5,   1
     992.234,   529,Finish(1), after,   3,   3,   1,   5,   1
     995.476,   518,Finish(2),before,   2,   3,   1,   5,   1
     995.476,   518,Finish(2), after,   3,   3,   1,   4,   1
    1000.234,   530,  Arrival,before,   2,   3,   1,   4,   1
    1000.234,   530,  Arrival, after,   3,   4,   1,   4,   1
    1000.804,   532,Finish(1),before,   2,   4,   1,   4,   1
    1000.804,   532,Finish(1), after,   3,   3,   1,   4,   1
    1001.181,   534,Finish(2),before,   2,   3,   1,   4,   1
    1001.181,   534,Finish(2), after,   3,   3,   1,   3,   1
    1003.861,   535,  Arrival,before,   2,   3,   1,   3,   1
    1003.861,   535,  Arrival, after,   3,   4,   1,   3,   1
    1005.241,   537,Finish(1),before,   2,   4,   1,   3,   1
    1005.241,   537,Finish(1), after,   3,   3,   1,   3,   1
    1005.491,   539,Finish(2),before,   2,   3,   1,   3,   1
